HRU,subbasin
920052.0,92
920053.0,92
930039.0,93
930040.0,93
960074.0,96
960075.0,96
960076.0,96
960077.0,96
960078.0,96
960079.0,96
960080.0,96
960081.0,96
970023.0,97
970024.0,97
970025.0,97
970026.0,97
970027.0,97
970028.0,97
970029.0,97
